MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,Price
5.7728,34.2,8.6337,2.7079,193.0,3.1211,41.5681,-123.302,2.8542
11.8015,32.3,6.6982,2.3254,204.0,3.4357,33.7287,-114.0011,5.5
5.8833,18.0,5.8513,1.1777,667.0,1.2501,40.32,-119.0525,3.0765
3.871,42.7,3.563,0.5745,366.0,6.5379,40.3335,-114.946,0.949
7.9921,3.0,2.7365,0.8568,263.0,3.4024,36.1953,-114.3428,4.1797
9.1493,45.4,7.0401,1.9293,524.0,3.9306,33.5453,-118.3928,4.8725
2.1456,27.2,8.5123,2.9107,267.0,1.8847,41.9051,-123.4148,0.9815
6.4137,21.3,4.6223,0.9265,1245.0,3.96,38.7281,-118.4799,2.665
6.8258,26.4,3.2219,0.5291,152.0,4.645,41.8309,-118.2248,2.4118
3.7489,35.0,1.0,0.5,335.0,3.3249,37.0947,-116.2135,1.5323
10.231,1.7,3.5385,0.5913,99.0,2.9929,36.2543,-123.9936,5.499
4.0958,45.4,5.2727,1.067,285.0,2.1013,34.8483,-119.6037,1.6987
4.8324,23.8,8.6982,1.5239,75.0,2.7553,41.8439,-114.8109,2.5228
4.0396,18.5,6.8463,1.3338,851.0,2.4478,34.9059,-114.0914,1.9052
4.5238,8.1,6.1102,1.0462,868.0,3.7765,32.7257,-122.4905,2.1429
2.3215,23.4,4.6998,1.6016,884.0,2.1384,37.3684,-115.3587,0.6116
1.8889,26.3,4.3337,0.8915,415.0,3.7654,36.082,-122.9644,0.4749
11.6663,21.6,8.3113,1.9846,167.0,2.1477,34.9831,-115.6677,5.5
2.6961,35.6,5.9015,1.9458,181.0,2.7049,38.5288,-121.5886,1.3604
2.4723,22.5,1.2948,0.5,1863.0,3.8436,35.9606,-114.4239,0.788
1.2312,50.0,4.1529,1.1363,1695.0,2.2671,36.3214,-117.1973,0.2
3.0545,31.6,3.7836,1.1014,456.0,3.897,32.7189,-120.3093,1.0569
2.0262,42.2,4.4075,1.3917,241.0,3.7479,38.0962,-121.5498,0.6583
12.0036,6.6,6.6258,2.1569,1585.0,2.6956,33.6597,-122.03,5.5
8.2144,21.3,5.2851,1.4721,201.0,4.7813,34.5311,-117.3517,3.9586
2.9657,18.2,5.3463,1.7536,507.0,3.0991,39.3126,-115.0942,1.071
15.0,30.0,8.1269,2.0893,1559.0,4.6688,35.4758,-116.5731,5.5
8.0773,44.9,4.1071,0.8438,175.0,6.1557,34.0505,-115.7347,3.6825
3.6881,5.0,9.2284,3.0086,924.0,2.7278,37.9855,-116.2955,1.8663
1.0004,4.7,4.1574,1.0738,679.0,3.8883,34.5416,-114.2189,0.6891
15.0,44.4,5.6784,1.8808,388.0,2.3279,35.0743,-116.543,5.5
1.9469,11.9,4.9376,0.7803,149.0,1.9875,38.4027,-122.2926,1.0452
1.6699,35.1,5.7468,1.3189,195.0,2.7782,39.5287,-116.1882,1.1166
8.2775,28.7,6.3892,2.1695,539.0,1.7419,39.5268,-121.1183,4.1313
15.0,43.5,6.3677,1.2731,97.0,2.0646,37.0813,-114.0441,5.5
10.2837,7.4,3.9938,1.3511,460.0,3.806,36.8158,-120.5449,4.6692
6.2861,7.6,3.2542,1.109,693.0,2.4462,39.9826,-121.4257,2.567
6.4036,29.4,10.5063,3.4296,1081.0,3.9917,34.3338,-121.9882,3.1094
7.4786,49.3,4.532,1.1907,100.0,3.3864,33.9459,-117.5856,3.608
7.0664,22.2,6.8984,1.9273,1505.0,6.2994,38.8146,-123.3532,3.2068
5.3053,17.7,2.2847,0.7401,2198.0,3.7052,36.3903,-114.4876,1.9232
4.7708,31.9,4.9408,1.5078,608.0,4.6912,39.245,-121.4097,1.8395
4.3165,48.5,5.2456,1.4479,143.0,3.5281,34.9377,-121.3983,2.3242
2.8509,43.7,6.4456,2.2331,291.0,3.4027,35.5863,-124.0163,1.337
3.7871,51.8,1.0,0.5,385.0,4.7869,41.0184,-121.9168,1.0987
1.6229,2.2,5.8323,2.0127,529.0,3.9256,36.5057,-120.1007,0.6691
4.2249,6.8,3.2005,0.5168,412.0,3.2675,38.1141,-120.6191,1.4763
2.4765,32.1,6.1487,1.0932,534.0,3.2617,33.5135,-121.6333,0.8894
2.3114,42.8,3.4273,0.8236,368.0,3.7258,34.1989,-124.0722,0.4626
4.9925,15.5,3.789,0.86,526.0,2.2966,32.8409,-121.3439,2.6079
10.3315,13.2,4.9527,1.5182,255.0,2.258,36.5315,-116.3275,5.3741
7.7756,41.1,3.3953,0.6184,288.0,5.313,41.8947,-119.8927,3.3754
1.7466,3.9,4.5489,1.5704,227.0,6.3329,40.8018,-121.4469,0.5272
2.475,19.8,3.1132,0.6632,2744.0,2.0719,38.5126,-121.2997,1.206
7.8811,26.8,1.8337,0.5,1744.0,2.2988,40.6804,-118.6784,3.4137
2.4856,29.6,7.5359,1.5445,703.0,4.7446,38.1446,-121.3259,0.8773
3.9166,38.2,2.9079,0.7731,1518.0,3.7188,36.0033,-117.8766,1.9654
6.2341,19.1,5.1426,0.8317,896.0,3.9376,34.1487,-114.1107,2.7516
2.5068,32.2,7.0058,1.2606,484.0,4.3001,38.704,-124.0676,0.5716
4.7742,30.9,4.2701,1.2774,90.0,2.7284,34.334,-122.7283,2.2376
2.0129,28.9,3.8497,0.721,310.0,3.428,36.4656,-122.6194,0.6284
3.1242,33.7,5.9525,1.1733,289.0,3.323,40.3451,-119.8058,1.2315
5.4296,14.2,7.7359,2.3873,130.0,2.131,33.7277,-124.0651,2.6602
1.7232,5.3,3.1614,0.5332,91.0,3.4077,33.7257,-119.486,0.9125
5.8374,7.1,5.1997,1.2349,660.0,4.9287,34.6318,-114.7463,2.5039
4.4292,12.5,2.035,0.5,558.0,2.6283,37.7432,-124.3786,2.2841
6.2432,26.5,4.7136,1.034,126.0,3.1932,34.8914,-120.6681,2.6781
5.1261,43.9,5.5684,1.6137,191.0,3.2631,37.2804,-116.5106,2.2879
10.1603,36.8,3.7908,0.6369,1288.0,2.6809,35.3688,-122.8778,4.7548
4.8314,41.2,4.586,1.5027,168.0,3.9383,37.3093,-123.6856,2.1456
3.4638,18.9,2.6835,0.8907,479.0,2.2887,35.1375,-117.8768,1.887
4.8229,21.6,5.6542,0.9669,334.0,5.1195,41.8101,-124.3955,1.9063
6.2089,21.1,7.6114,2.6499,669.0,3.8593,37.1808,-116.0814,2.8364
4.615,10.8,3.3057,0.6926,171.0,2.0653,39.5646,-123.798,2.279
4.5922,4.1,4.2547,0.7098,441.0,5.9251,39.1552,-118.9943,1.9807
2.9412,31.1,6.5051,0.9824,478.0,3.2131,37.1603,-116.7287,1.3979
3.011,51.5,7.9242,1.8361,508.0,2.2498,34.7692,-121.9589,1.6774
1.9318,9.5,2.5136,0.6937,437.0,4.6731,37.3518,-123.4128,0.7102
12.8039,3.4,5.1624,1.1173,569.0,3.6615,38.9692,-122.656,5.5
2.1248,40.8,6.0663,1.9251,3611.0,1.4788,36.8692,-115.5258,0.5995
2.9572,13.9,5.2959,1.5534,5225.0,2.4345,33.2783,-117.0893,1.1865
2.9123,43.3,1.0,0.5,213.0,3.359,32.6708,-122.42,1.1713
7.6672,36.9,6.5022,1.9302,40.0,1.2664,35.6148,-116.9807,3.8599
3.7548,49.2,8.5387,2.8869,732.0,3.1082,33.9271,-117.0595,1.9725
9.4749,21.9,5.7333,0.9667,486.0,3.2001,41.1088,-114.0239,4.487
2.9919,34.8,3.4378,0.7261,1166.0,1.8712,34.1704,-120.3887,1.5472
5.2984,24.7,4.4737,1.0856,536.0,3.3476,36.2457,-115.419,2.1917
2.715,33.2,9.0398,2.2563,428.0,3.0131,39.2647,-119.8124,0.7702
15.0,23.9,7.3199,1.8918,1248.0,1.8654,40.2465,-115.0735,5.5
2.1978,10.6,6.7801,1.4247,1435.0,4.3398,37.0383,-123.5382,0.5576
5.3973,26.9,6.2128,1.761,101.0,4.2002,34.2208,-122.6592,2.3504
6.5552,28.0,4.1777,1.1657,178.0,2.6754,35.0735,-115.5755,2.9244
5.7447,42.3,5.0989,1.3541,363.0,2.7748,36.4802,-115.8973,3.046
4.0101,38.5,5.3442,0.9232,445.0,4.0169,35.9636,-121.2929,1.8275
4.1458,34.9,6.5991,1.6194,322.0,2.7725,35.8124,-118.2336,2.1211
4.6011,6.8,8.5178,1.8845,623.0,1.3877,33.7526,-120.4817,2.8057
4.1033,37.8,7.7367,1.9203,1092.0,3.6502,41.1764,-124.3917,1.5904
7.9911,26.5,2.6612,0.8898,2259.0,2.1699,32.7827,-124.2259,4.1118
15.0,46.6,5.948,1.4638,720.0,2.5704,36.68,-123.9303,5.5
3.2075,47.9,6.9735,1.0655,172.0,5.3825,41.8131,-118.2622,0.6922
1.9702,3.8,6.7377,1.602,348.0,2.8474,38.7674,-121.5681,0.5001
4.2505,42.9,4.2415,1.3324,374.0,3.0063,35.8764,-122.9885,2.043
15.0,2.9,11.3282,3.4666,675.0,3.6835,33.8879,-114.6181,5.5
2.7671,19.7,2.9458,0.7443,595.0,3.6771,41.6568,-123.2262,0.6598
11.9828,28.7,3.3336,0.6666,3135.0,2.0799,32.6329,-117.4232,5.5
12.2634,8.6,5.9672,1.4501,254.0,2.9326,38.9732,-115.1113,5.5
3.2151,39.1,9.7336,2.5574,593.0,3.0479,40.8613,-122.7798,1.1483
6.3053,1.4,3.8276,1.3396,4250.0,3.3495,32.739,-122.2453,2.8293
11.9059,9.6,4.9683,1.3854,225.0,3.3726,39.3892,-118.475,5.4419
3.5698,30.6,7.6546,2.2111,466.0,8.4568,41.989,-119.1613,1.205
3.9664,37.4,5.4643,1.3567,157.0,1.877,38.5766,-119.0292,2.0336
3.1613,47.7,4.8308,1.0671,438.0,4.4461,36.4395,-118.6759,0.804
2.4379,37.0,6.6313,2.0729,185.0,4.8228,40.8068,-114.526,0.6243
3.0357,35.3,6.045,1.5051,1149.0,3.6587,37.7647,-123.9347,0.5466
2.1504,21.1,7.5609,2.6383,467.0,2.3161,39.6197,-116.5153,1.1663
4.5743,1.1,8.0829,1.9514,158.0,5.8466,38.0839,-122.0587,2.5706
2.8236,7.1,6.114,1.0003,935.0,1.2501,32.8638,-120.5764,0.9974
5.1566,28.3,6.0835,1.743,483.0,2.2857,34.5249,-123.5624,2.175
1.762,35.4,5.9282,0.9445,1046.0,4.8003,33.2483,-119.8209,0.7219
5.4659,22.3,6.4783,1.2963,128.0,2.5908,33.5135,-116.0557,2.8573
7.3899,38.3,5.6103,1.2385,583.0,5.6893,32.6464,-123.4632,3.3166
1.3549,27.6,5.4988,1.6381,874.0,1.641,36.5011,-121.6062,0.2
5.6093,4.8,7.8933,1.9642,264.0,1.9254,34.1972,-120.5829,3.1294
9.3615,10.8,8.5322,1.3287,115.0,2.4287,40.6291,-123.4091,4.8631
2.1689,43.8,2.4849,0.6793,387.0,3.55,39.6254,-116.4957,1.423
12.2257,38.0,5.52,1.2822,1378.0,2.7489,37.9452,-116.2371,5.5
5.7627,46.6,4.1226,1.3785,1244.0,2.4691,37.1457,-115.7231,2.1709
2.9358,7.0,4.8781,1.2191,263.0,5.3024,34.9308,-118.3691,1.1924
4.3342,51.5,6.305,1.8398,112.0,5.5035,37.012,-119.174,1.9213
6.2651,11.7,6.8389,1.3252,262.0,2.5453,38.5917,-121.7432,2.8313
4.6908,1.6,5.2757,1.5943,253.0,1.516,39.9312,-117.6208,2.4528
6.192,51.9,1.6733,0.5,630.0,1.2674,33.276,-119.8321,3.2633
2.5795,15.3,3.5699,1.181,363.0,3.3059,39.2304,-114.3068,1.2831
4.961,35.1,7.293,1.1433,190.0,3.9055,39.5559,-114.3341,2.4326
1.9189,10.0,1.0,0.5,1217.0,3.0808,37.8102,-114.9953,0.5847
4.1924,30.6,7.8749,2.2509,464.0,2.9202,34.536,-120.7191,1.9321
2.6056,47.1,6.5425,1.1059,624.0,2.1775,37.6223,-120.6363,0.7923
2.8826,17.3,8.1324,1.8877,72.0,3.904,37.2757,-115.5469,1.3921
9.4089,35.2,5.1029,1.727,36.0,5.8783,37.0192,-116.8441,4.1066
8.626,10.6,1.3772,0.5,96.0,1.2377,36.8761,-117.1042,4.1214
6.4591,32.9,6.3607,2.2077,249.0,2.9125,33.5528,-121.5641,3.5862
2.3271,18.2,8.0493,1.2989,718.0,2.0378,34.2375,-115.7498,1.751
3.7067,11.8,7.3494,2.1575,39.0,1.655,33.4247,-118.4161,1.7498
9.28,17.0,4.1746,1.1113,1984.0,1.9117,34.8035,-119.8079,4.4274
4.8794,10.1,5.6735,1.419,478.0,3.4969,35.003,-115.4131,2.2187
15.0,47.0,4.4343,1.5262,1572.0,3.5324,34.8282,-120.3608,5.5
5.6745,21.3,3.8615,0.6793,166.0,5.3877,34.5038,-117.6338,1.8502
5.029,13.5,7.4108,2.4396,668.0,3.0147,39.4865,-119.608,1.8296
3.723,23.9,3.1049,0.895,439.0,1.4869,40.2764,-118.2763,1.5415
4.8556,17.3,3.7124,0.7492,914.0,2.7312,35.6075,-124.0743,2.4897
4.0899,39.0,3.2919,1.0874,319.0,1.7254,35.3987,-119.6583,1.9863
6.8542,50.5,2.5195,0.5942,648.0,1.8539,40.5183,-118.6568,3.2036
7.9568,23.3,5.7928,1.8123,1215.0,3.7895,38.4273,-119.3264,3.6363
2.7966,44.9,7.823,1.7818,210.0,3.2468,35.2877,-115.6022,1.7511
2.0163,29.9,5.1302,1.6426,514.0,3.8001,39.2793,-121.2332,1.0396
1.4893,9.0,2.4885,0.6901,61.0,2.6039,35.7736,-115.2172,0.3901
6.0787,36.2,7.1799,1.2795,814.0,4.1215,38.0723,-120.2636,2.9926
2.3117,27.2,8.8714,2.4834,2849.0,2.5463,41.93,-117.2075,0.8121
1.2315,34.2,4.2075,0.7921,116.0,4.6958,35.3651,-123.5894,1.078
5.6584,46.4,4.5429,1.0557,368.0,3.4482,41.34,-122.3984,2.0834
15.0,23.5,6.5313,1.2021,973.0,2.7654,35.5462,-116.5078,5.5
4.4654,47.0,8.7437,1.3501,416.0,3.2702,37.6327,-124.3705,1.812
7.412,39.3,4.4603,0.8581,476.0,2.9828,36.8698,-114.3305,3.1849
4.7072,25.9,2.8351,0.7294,273.0,5.6885,39.94,-122.4984,1.7869
4.2235,31.8,6.7628,1.6658,263.0,3.3141,33.0804,-115.0363,2.2197
7.7791,17.6,7.0981,1.7767,370.0,3.0022,38.4577,-119.0826,3.8905
3.7653,51.2,5.5123,1.0999,421.0,2.7308,39.7263,-118.572,1.7164
5.2616,35.0,4.3837,1.2583,124.0,4.2092,36.9854,-123.6166,2.2263
5.4359,3.2,7.4888,2.1781,378.0,3.9875,33.5003,-120.6652,2.6645
3.0016,17.7,6.5561,1.4528,1936.0,2.6925,34.8256,-122.8597,1.0898
8.1273,32.8,3.9631,1.2929,265.0,1.8922,38.9569,-118.9777,3.6206
4.0351,3.9,5.5982,1.5608,117.0,2.0943,41.0067,-118.7173,1.7888
2.8478,2.2,2.7966,0.8183,347.0,2.7908,36.5053,-117.0485,1.2967
6.1836,24.0,6.8718,1.4119,197.0,5.153,37.8239,-115.2781,2.968
2.6141,18.0,4.9755,0.7469,106.0,2.7181,34.6697,-119.5841,1.5068
4.5581,23.4,4.6286,1.4954,464.0,2.3687,36.416,-122.0497,2.617
4.4572,14.4,5.4343,1.709,198.0,1.4854,35.6995,-120.9975,2.008
8.5981,9.4,5.5806,0.9746,216.0,5.5037,38.7275,-115.6056,3.7922
5.9585,36.1,7.2899,1.6389,470.0,3.772,41.8546,-122.9684,2.2733
4.4149,27.2,6.6822,1.8862,87.0,4.1305,40.2264,-117.9138,2.2117
7.3204,11.2,5.1872,1.4546,71.0,4.4135,34.3256,-124.3626,3.3735
10.3204,17.3,7.0273,2.2633,789.0,2.8126,37.9879,-121.9205,5.3234
6.2632,31.2,6.3015,1.122,59.0,3.1076,33.1309,-118.2902,3.6521
4.5096,4.7,4.6468,1.0966,152.0,5.449,34.8457,-119.7077,2.1056
2.0399,8.5,5.2506,0.8897,67.0,3.2279,34.1361,-119.3177,1.1315
2.3654,4.7,5.2036,1.186,248.0,3.8,35.6877,-117.5641,1.0583
3.7317,42.4,6.5105,0.9962,619.0,4.2555,38.9487,-122.0368,1.3867
3.109,39.4,4.766,1.5711,451.0,3.8852,37.2442,-121.5515,1.0741
4.0061,39.4,4.7192,1.2053,4411.0,2.854,41.3626,-117.3132,1.1231
4.6366,37.5,9.4375,3.0196,1196.0,2.9637,34.5211,-118.8479,2.8496
6.1584,35.1,7.3795,1.1953,159.0,4.1003,35.96,-124.3468,2.6436
4.2961,25.3,3.9788,0.7778,122.0,4.0976,35.6336,-117.4616,1.973
6.0008,33.8,6.6419,1.3408,6043.0,4.7937,34.7417,-117.989,2.454
4.6585,3.0,5.7367,1.3042,1167.0,3.7451,41.9351,-123.6746,1.7347
1.3699,32.7,6.2831,1.9514,727.0,3.8139,36.1786,-116.651,0.5674
2.5508,40.7,5.7747,1.3127,435.0,2.5131,41.4348,-119.0179,0.4624
4.1105,26.5,7.8793,1.5044,530.0,2.381,36.2095,-122.3502,2.4819
2.1688,19.2,6.1912,1.0092,92.0,4.1052,34.4389,-118.6268,1.3629
6.4235,15.1,5.3758,0.8918,472.0,2.3877,33.6325,-118.2477,3.2674
11.2284,33.8,7.5844,2.2906,433.0,2.9794,40.6279,-114.8388,5.0477
9.3116,36.3,5.9666,1.4258,163.0,5.2154,32.8049,-116.7075,4.7342
3.943,45.4,5.743,1.6955,235.0,4.8951,41.6617,-121.3298,1.0094
10.962,18.5,6.128,1.7554,1836.0,3.3896,36.4728,-123.2596,4.8827
4.8998,40.3,5.3128,0.9407,356.0,2.6686,34.8501,-115.5416,2.3864
3.661,29.6,5.5185,0.9855,3201.0,2.8595,38.3657,-115.6163,1.7889
3.1017,46.0,4.3266,1.3026,71.0,4.2506,33.7627,-122.6592,1.5449
3.7379,27.9,3.9977,1.1763,239.0,2.9606,33.1854,-123.8476,1.6426
3.5505,27.4,3.5029,0.7903,86.0,2.4029,40.3639,-117.0254,0.9423
4.9642,30.5,2.716,0.5,120.0,4.8857,36.5344,-116.9129,2.0721
4.935,39.2,3.7406,0.5701,176.0,3.2305,37.4234,-122.64,2.2669
4.4899,50.2,5.1515,1.0696,553.0,2.3848,34.1786,-117.4838,2.1848
5.825,4.8,5.7062,0.8665,527.0,3.6385,33.0835,-121.5713,3.4749
9.1558,3.7,4.9574,0.9717,205.0,4.4304,35.9939,-121.7635,4.3267
7.9227,48.8,1.0,0.5,43.0,2.0076,37.3084,-121.0926,2.9886
1.8387,28.0,8.6492,1.5074,1768.0,2.7727,39.7716,-119.0358,0.5207
0.9682,32.4,7.673,1.311,303.0,2.7219,37.26,-116.0532,0.5715
7.8506,25.6,6.3915,2.1046,132.0,3.5999,39.9338,-119.2642,3.7057
1.9736,5.8,9.315,2.488,531.0,3.8683,33.5966,-121.3706,1.0187
3.9163,40.2,3.5453,1.1944,495.0,2.4095,33.1076,-115.2183,1.8088
2.2209,39.1,9.2753,2.0328,292.0,1.6535,34.0092,-123.9216,0.7698
1.5202,16.9,3.5696,1.0189,468.0,4.5391,39.8341,-116.1305,0.2473
6.202,16.6,5.9775,1.1413,127.0,1.9194,39.7136,-116.264,2.8791
7.0674,43.7,2.9523,0.808,863.0,3.3484,33.843,-121.8378,3.3731
3.1711,4.7,5.5294,0.9727,149.0,2.8497,32.7944,-122.4179,1.8716
0.9468,45.9,6.2723,0.9435,220.0,3.2059,39.0102,-115.3156,0.5866
3.2293,14.1,5.1906,1.7456,772.0,5.8153,40.6252,-118.6319,0.6495
5.6694,31.2,6.9278,1.808,1345.0,10.0,39.664,-124.0169,1.3904
1.8453,48.7,5.698,1.9111,1970.0,1.563,34.4266,-115.1463,0.6368
5.0029,35.6,4.4552,0.9657,1160.0,4.4529,38.0458,-120.8354,1.7802
4.4407,22.1,4.3664,0.9412,292.0,2.8222,39.695,-120.9074,1.663
6.3444,36.2,7.1218,1.639,86.0,4.5683,34.9304,-117.7455,3.4619
4.8151,18.5,4.1925,1.2209,1644.0,4.4057,37.5133,-117.5562,1.9451
2.4997,15.1,7.3308,1.9292,1589.0,5.2799,35.4874,-120.7902,1.4894
9.1884,51.8,7.9454,2.6623,206.0,3.3669,34.643,-122.9956,4.541
4.075,39.3,2.1626,0.5,1014.0,2.1047,41.7111,-118.7012,1.1481
4.4089,33.9,7.7659,2.2648,289.0,4.3538,41.1695,-117.9356,1.5191
2.5601,19.1,9.6208,2.0787,1810.0,3.1494,36.7338,-115.4677,1.4644
3.435,3.5,6.004,1.117,241.0,2.7359,33.7994,-119.4134,1.4882
2.6356,2.6,6.6982,1.6885,2918.0,2.4831,39.4151,-117.7202,1.0865
4.04,29.3,7.574,1.9012,885.0,4.4931,34.9292,-123.9287,1.7228
12.5162,39.9,4.949,0.878,2435.0,5.705,34.1009,-115.1075,5.4428
1.9677,28.4,5.8646,1.1165,254.0,1.8624,36.1245,-121.0642,1.4237
1.7021,43.9,2.8716,0.6652,605.0,3.8527,37.5336,-117.8617,0.2313
10.8341,2.7,5.7773,1.339,153.0,2.5884,33.4257,-114.8815,5.3033
3.9527,19.7,6.4962,1.387,938.0,1.6704,37.9316,-115.9895,1.8752
2.9998,13.1,6.5323,1.1739,991.0,3.187,32.6458,-117.8041,1.4008
8.3641,23.8,7.6308,1.1513,4434.0,2.1527,40.9728,-117.1121,4.2771
3.1163,4.7,3.9504,1.3591,653.0,1.5982,41.247,-114.8305,1.5725
13.4047,49.7,4.4348,1.5021,832.0,2.1975,39.4642,-115.973,5.5
6.7312,12.4,9.291,2.2924,252.0,1.9915,36.9322,-118.0965,3.3501
3.3443,48.0,5.1993,1.8146,693.0,2.3194,34.9215,-117.5836,0.9603
15.0,22.7,5.9001,1.6799,276.0,1.7676,39.5691,-122.9537,5.5
3.1161,51.3,5.366,0.8788,453.0,2.565,41.3521,-119.5632,0.9451
6.9954,29.3,3.8566,0.6693,480.0,2.2585,34.0061,-121.3395,3.5075
5.3633,48.5,8.7471,2.9147,284.0,3.4912,36.9253,-119.9643,1.9418
9.7869,1.3,4.4446,1.2268,430.0,3.8092,35.495,-117.5464,4.7074
11.4376,39.2,3.2454,1.0341,277.0,3.3336,35.889,-122.9339,5.5
4.5686,47.1,4.5985,1.5159,276.0,2.7342,36.3547,-124.3176,2.107
2.8518,8.1,1.4966,0.5,1184.0,2.7048,41.5421,-120.3323,0.6161
5.9061,5.9,4.1974,0.6704,481.0,2.1494,34.9571,-121.1171,2.9573
2.9843,22.7,3.5637,0.6688,571.0,2.1702,37.1804,-120.0855,1.2959
14.9997,48.6,6.7349,1.0999,94.0,3.9806,41.5391,-114.7222,5.5
4.8643,28.7,4.1532,0.7797,616.0,1.486,37.0225,-117.0756,2.2401
3.5995,27.9,7.2756,1.6887,686.0,2.9087,40.7042,-121.0617,1.1346
5.0069,8.2,8.297,1.4407,271.0,2.6395,33.0583,-122.6176,2.7567
1.9972,1.0,7.0624,1.2949,3246.0,3.8177,41.5538,-118.006,0.4225
2.5019,42.3,5.0692,1.2124,41.0,1.6989,34.2815,-117.5954,1.5019
9.2096,5.5,5.7822,1.2607,884.0,3.0192,41.8094,-119.422,4.4285
3.0218,33.3,2.45,0.5967,823.0,3.4459,34.168,-122.266,1.8443
2.3913,47.6,5.2324,1.234,693.0,1.4023,36.7215,-124.2002,0.9383
6.1842,11.6,3.7791,1.054,481.0,1.9548,35.4318,-121.7106,2.8444
9.1287,34.9,6.8887,2.3245,700.0,2.8959,36.6157,-119.6997,3.8494
6.899,5.0,10.6455,1.8265,961.0,3.6901,34.88,-116.2267,3.738
8.1468,31.8,6.4996,1.104,195.0,3.2317,41.6705,-115.5356,3.4482
2.846,9.4,1.5177,0.5,544.0,3.7591,35.4044,-120.1642,1.3772
1.9096,38.5,4.7775,1.2005,336.0,1.9508,38.7061,-116.1407,0.6071
11.032,16.4,5.745,1.7423,135.0,1.5912,33.8058,-114.0698,5.5
3.6928,24.6,5.6747,1.0957,826.0,3.1074,40.3317,-116.9756,1.047
3.8555,31.6,4.0384,1.2752,229.0,1.8372,37.6538,-116.8497,2.083
9.9435,9.7,5.9906,2.0055,90.0,2.1252,41.8047,-114.9499,4.981
6.2572,38.8,3.015,0.8354,235.0,4.3619,36.5223,-120.9495,2.8904
5.8916,16.4,3.6102,0.618,181.0,3.2402,34.3568,-124.3823,2.5236
15.0,34.8,6.7916,2.2348,1128.0,2.3935,35.7872,-114.1367,5.5
3.0462,9.1,3.4687,1.0701,470.0,2.2723,39.5012,-119.3501,1.2743
7.8202,36.1,6.5764,1.9741,1607.0,3.8511,38.7615,-116.2504,2.9047
4.6377,7.5,2.7611,0.5,207.0,3.27,39.8943,-115.9688,2.3969
5.2654,22.7,9.0297,2.7973,967.0,1.8481,33.198,-120.3261,2.7318
11.2131,13.6,3.9515,0.7017,6902.0,1.3783,38.0135,-118.8166,5.3144
6.0782,39.2,5.0527,0.9826,576.0,6.3771,41.3556,-118.8309,2.2407
6.1903,14.4,6.1612,1.6354,955.0,1.8423,33.5251,-122.1877,3.4978
8.5293,46.0,4.3693,0.887,807.0,3.7102,33.3962,-123.2648,3.8263
3.6003,46.5,5.7868,1.6334,97.0,5.4974,39.3077,-118.7925,1.3207
2.7087,11.0,6.6507,1.8064,725.0,3.1869,35.4942,-123.2385,1.3199
2.3944,32.3,7.4212,1.2737,548.0,2.3627,38.7565,-120.8661,0.9767
1.3774,5.5,7.083,1.9918,311.0,1.6982,37.6812,-122.5461,0.4565
15.0,21.0,5.1564,1.7263,167.0,1.6888,41.8676,-117.0774,5.5
2.3119,37.4,5.2067,0.9488,808.0,3.4927,40.946,-115.3439,0.4225
3.9245,34.6,10.1982,2.7475,153.0,5.3677,38.9417,-118.4319,1.8541
3.7959,32.9,7.3998,1.6159,3407.0,2.5646,34.9859,-120.1934,1.2225
5.3895,15.4,3.6564,0.8846,452.0,2.4054,34.9881,-114.0353,2.2697
7.3115,20.3,5.7,1.1822,119.0,3.9709,40.8813,-124.2773,2.8194
7.5104,6.3,4.8297,1.0665,241.0,2.2833,38.0607,-121.3044,3.6987
3.1587,37.7,5.2293,0.8146,305.0,3.3528,39.9982,-121.5739,0.9491
4.0541,26.7,3.041,1.0531,4502.0,3.0548,36.7737,-120.7599,1.7053
5.3098,37.1,4.6762,1.2858,167.0,2.5503,33.4792,-122.0787,2.8877
3.8605,13.7,9.1231,2.2821,359.0,2.9856,35.6605,-121.7252,2.0602
11.7565,17.5,6.6582,1.5097,236.0,6.0816,34.0309,-121.7944,5.5
6.017,18.0,1.0,0.5,665.0,3.826,39.9274,-119.1897,2.1781
6.9652,2.3,7.9334,1.7931,239.0,4.6506,39.1549,-120.3939,2.9774
6.6707,18.4,7.6793,1.7047,129.0,2.0803,33.3399,-117.7876,3.7897
9.0619,42.0,4.7814,1.1609,332.0,4.657,38.4032,-119.0988,4.3446
4.9959,46.8,6.9345,1.4229,299.0,3.8791,40.8043,-122.5741,2.2969
2.0583,27.4,3.7812,0.7033,223.0,1.649,39.125,-115.9945,0.7006
5.6963,24.2,4.5595,1.1915,235.0,3.7282,37.3556,-119.542,2.4485
3.0319,2.6,8.4971,2.7068,1319.0,2.4466,35.4627,-122.8911,1.2482
3.2636,45.8,4.9565,0.895,293.0,1.6188,40.9274,-122.7478,1.5951
6.3714,1.7,1.7605,0.5,130.0,3.1642,36.5166,-116.1318,2.3567
9.4213,49.2,5.3734,1.0713,254.0,3.7271,40.6262,-117.1186,3.5974
4.5393,26.0,5.3428,1.8483,426.0,3.192,39.9385,-119.1815,1.3008
5.3941,18.4,7.8967,2.4934,106.0,2.8758,40.2542,-121.2861,1.8516
12.4451,48.1,5.5287,1.4882,2051.0,2.6321,41.9031,-119.6645,5.5
